,GTD ID,DATE,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
1698,200404280001,4/28/04,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,4
1699,200404250001,4/25/04,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Military,1,3
1700,200404190002,4/19/04,Middle East & North Africa,West Bank and Gaza Strip,Nisanit,,,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
1701,200404170003,4/17/04,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,3
1702,200404070002,4/7/04,Middle East & North Africa,Iraq,Najaf,32.02724,44.39535,Ansar al-Din,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,Unknown,Unknown
1703,200404070001,4/7/04,Middle East & North Africa,Iraq,Najaf,32.02724,44.39535,Mahdi Army (suspected),Hostage Taking (Kidnapping),"Melee,Incendiary,Firearms",NGO,0,1
1704,200404030002,4/3/04,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,,,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,1,1
1705,200404010004,4/1/04,North America,United States,Oklahoma City,35.47204,-97.52107,White extremists,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
1706,200403140001,3/14/04,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Maritime,Maritime",12,20
1707,200403060004,3/6/04,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,6,20
1708,200403040002,3/4/04,Middle East & North Africa,Israel,Nazareth,50.95968,3.59728,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Journalists & Media,0,0
1709,200402220001,2/22/04,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,8,60
1710,200401290001,1/29/04,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Al-Aqsa Martyrs Brigade (suspected),Hamas (Islamic Resistance Movement) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,11,50
1711,200401190001,1/19/04,Middle East & North Africa,Israel,Golan Heights district,,,Hezbollah,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,1
1712,200401140001,1/14/04,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",5,7
1713,200401130002,1/13/04,Middle East & North Africa,West Bank and Gaza Strip,Talmon,31.9376,35.13649,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,1,1
1714,200401110002,1/11/04,Middle East & North Africa,West Bank and Gaza Strip,Qedumim,,,Palestinian Islamic Jihad (PIJ) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
1715,200401010002,1/1/04,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1716,200312250001,12/25/03,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Transportation",4,13
1717,200312230001,12/23/03,Middle East & North Africa,West Bank and Gaza Strip,Nisanit,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1718,200312080002,12/8/03,Middle East & North Africa,Israel,Rosh Haayin,32.09714,34.95847,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1719,200312030003,12/3/03,Middle East & North Africa,West Bank and Gaza Strip,Bardala,32.38753,35.48009,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
1720,200312030002,12/3/03,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1721,200311220003,11/22/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Firearms,Business,2,0
1722,200311180004,11/18/03,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,31.70425,35.2063,Unknown,Armed Assault,Firearms,Military,2,0
1723,200311140004,11/14/03,Middle East & North Africa,Turkey,Istanbul,41.06071,28.98772,Great Eastern Islamic Raiders Front (IBDA-C),Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,11,151
1724,200311100004,11/10/03,Middle East & North Africa,Iraq,Kirkuk,35.4686,44.38933,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1725,200311030001,11/3/03,Middle East & North Africa,West Bank and Gaza Strip,Azzun,32.17664,35.05874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
1726,200310290001,10/29/03,Middle East & North Africa,West Bank and Gaza Strip,Jenin,34.62475,36.15367,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,0,2
1727,200310090004,10/9/03,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,,,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,3
1728,200310040002,10/4/03,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,23,50
1729,200309260001,9/26/03,Middle East & North Africa,West Bank and Gaza Strip,Negohot,31.49328,34.98301,Unknown,Armed Assault,Firearms,Private Citizens & Property,2,2
1730,200309090002,9/9/03,Middle East & North Africa,Israel,Tzrifin,,,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,9,14
1731,200309090001,9/9/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,5,40
1732,200308190002,8/19/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,19,100
1733,200308120002,8/12/03,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Transportation",2,2
1734,200308120001,8/12/03,Middle East & North Africa,Israel,Rosh Haayin,32.09714,34.95847,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,10
1735,200308100001,8/10/03,Middle East & North Africa,Israel,Shlomi,33.07775,35.14523,Hezbollah,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,4
1736,200308070003,8/7/03,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Al-Aqsa Martyrs Brigade,Assassination,Firearms,Private Citizens & Property,1,0
1737,200308030002,8/3/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,0,4
1738,200308020002,8/2/03,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Terrorists/Non-state Militia,2,Unknown
1739,200307070009,7/7/03,Middle East & North Africa,Israel,Kfar Yavetz,32.27483,34.96506,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,3
1740,200307050002,7/5/03,Middle East & North Africa,Israel,Qiryat Shemona,32.83562,35.06874,Hezbollah (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1741,200307010001,7/1/03,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,,,Al-Aqsa Martyrs Brigade (suspected),Armed Assault,Firearms,Military,1,0
1742,200306300002,6/30/03,Middle East & North Africa,West Bank and Gaza Strip,Yabed,32.44606,35.16732,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Business,1,0
1743,200306220001,6/22/03,Middle East & North Africa,West Bank and Gaza Strip,Beit Hanoun,31.53872,34.53817,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,4,3
1744,200306190001,6/19/03,Middle East & North Africa,Israel,Sdei Trumot,32.43931,35.48589,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,2,Unknown
1745,200306170003,6/17/03,Middle East & North Africa,West Bank and Gaza Strip,Gush Qatif,,,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1746,200306170001,6/17/03,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Unknown,Armed Assault,Firearms,Private Citizens & Property,1,2
1747,200306110002,6/11/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Transportation,Transportation",17,75
1748,200306080001,6/8/03,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Fatah,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Armed Assault,Firearms,Military,7,4
1749,200305300004,5/30/03,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
1750,200305270004,5/27/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1751,200305190007,5/19/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,3
1752,200305190004,5/19/03,Middle East & North Africa,Israel,Afula,32.61945,35.3102,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,30
1753,200305180002,5/18/03,Middle East & North Africa,Israel,Dahiat al Barid,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,0
1754,200305180001,5/18/03,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,8,20
1755,200305170004,5/17/03,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,0
1756,200305140001,5/14/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1757,200305130001,5/13/03,Middle East & North Africa,West Bank and Gaza Strip,Gush Qatif,,,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,10
1758,200305090002,5/9/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1759,200305080004,5/8/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,,,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
1760,200304300001,4/30/03,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,"Al-Aqsa Martyrs Brigade (suspected),Hamas (Islamic Resistance Movement) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,Unknown
1761,200304240001,4/24/03,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,2,9
1762,200304200001,4/20/03,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1763,200304150002,4/15/03,Middle East & North Africa,Israel,Karni Crossing,,,Hamas (Islamic Resistance Movement),"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,3,3
1764,200304100003,4/10/03,Middle East & North Africa,West Bank and Gaza Strip,Bekaot,32.24297,35.45424,"Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP),Tanzim",Armed Assault,Firearms,Military,4,9
1765,200304090002,4/9/03,Middle East & North Africa,West Bank and Gaza Strip,Jaba,9.45075,8.01273,Avengers of the Infants (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,20
1766,200304060001,4/6/03,Middle East & North Africa,West Bank and Gaza Strip,Maghazi,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
1767,200304030003,4/3/03,Middle East & North Africa,West Bank and Gaza Strip,Morag,53.91293,19.92495,Palestinian Islamic Jihad (PIJ),Armed Assault,Firearms,Military,3,1
1768,200304020002,4/2/03,Middle East & North Africa,West Bank and Gaza Strip,Rafah,31.2621,34.23593,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1769,200303300001,3/30/03,Middle East & North Africa,Israel,Netanya,32.3081,34.8548,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,26
1770,200303270003,3/27/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1771,200303230003,3/23/03,Middle East & North Africa,Israel,Katzir,32.48888,35.10339,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,0
1772,200303190002,3/19/03,Middle East & North Africa,West Bank and Gaza Strip,Jenin,34.62475,36.15367,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0
1773,200303170003,3/17/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1774,200303090001,3/9/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1775,200303070004,3/7/03,Middle East & North Africa,West Bank and Gaza Strip,Nahal Negohot,,,Hamas (Islamic Resistance Movement),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,2,0
1776,200303070003,3/7/03,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Hamas (Islamic Resistance Movement),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,4,8
1777,200303060003,3/6/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1778,200303050008,3/5/03,Middle East & North Africa,Israel,Maccabim,31.88893,35.03132,Unknown,Armed Assault,Incendiary,"Police,Private Citizens & Property",0,0
1779,200303050002,3/5/03,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property,Transportation",15,55
1780,200303040005,3/4/03,Middle East & North Africa,West Bank and Gaza Strip,Kfar Darom,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1781,200303030001,3/3/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1782,200302230002,2/23/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1783,200302190001,2/19/03,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
1784,200302150001,2/15/03,Middle East & North Africa,West Bank and Gaza Strip,Dugit,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,4,0
1785,200302100002,2/10/03,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1786,200302090001,2/9/03,Middle East & North Africa,West Bank and Gaza Strip,Al-Qarrarah,22.4748,40.39141,Palestinian Islamic Jihad (PIJ),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Military,3,4
1787,200302060001,2/6/03,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,"Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP)",Armed Assault,Firearms,Military,4,Unknown
1788,200301230004,1/23/03,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,3,0
1789,200301170002,1/17/03,Middle East & North Africa,West Bank and Gaza Strip,Dugit,,,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
1790,200301170001,1/17/03,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,3,3
1791,200301120007,1/12/03,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
1792,200301120006,1/12/03,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,,,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,0
1793,200301110003,1/11/03,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,0
1794,200301050001,1/5/03,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,24,103
1795,200301020005,1/2/03,Middle East & North Africa,West Bank and Gaza Strip,Rafah,31.2621,34.23593,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
1796,200212280001,12/28/02,Middle East & North Africa,West Bank and Gaza Strip,Otniel,31.43926,35.0301,Unknown,Armed Assault,Firearms,Private Citizens & Property,6,9
1797,200212080001,12/8/02,Middle East & North Africa,Israel,Zarit,33.09906,35.28754,Ramzi Nahra Martyr Organization,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
1798,200211280004,11/28/02,Sub-Saharan Africa,Kenya,Mombasa,-4.05738,39.66275,Al-Qaida (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Airports and Aircraft,0,0
1799,200211280003,11/28/02,Sub-Saharan Africa,Kenya,Mombasa,-4.05738,39.66275,Al-Qaida (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property,Private Citizens & Property",16,0
1800,200211280002,11/28/02,Middle East & North Africa,Israel,Beit Shean,32.49853,35.49879,Al-Aqsa Martyrs Brigade,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,8,30
1801,200211270001,11/27/02,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0
1802,200211220001,11/22/02,Middle East & North Africa,Israel,Erez,31.5597,34.56779,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,4
1803,200211210004,11/21/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,12,47
1804,200211180002,11/18/02,Middle East & North Africa,West Bank and Gaza Strip,Rimonim,31.93384,35.34064,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,1
1805,200211170002,11/17/02,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Hijacking,Melee,"Airports and Aircraft,Private Citizens & Property",0,0
1806,200211150001,11/15/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Islamic Jihad (PIJ),Armed Assault,Firearms,Private Citizens & Property,12,15
1807,200211100001,11/10/02,Middle East & North Africa,Israel,Metzer,,,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,5,7
1808,200211090004,11/9/02,Middle East & North Africa,West Bank and Gaza Strip,Netzarim,,,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
1809,200211050001,11/5/02,Middle East & North Africa,West Bank and Gaza Strip,Rafiah Yam,54.10147,-7.48616,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,3,2
1810,200211040006,11/4/02,Middle East & North Africa,Israel,Kefar Sava,32.18219,34.91713,Jerusalem Groups Hebrew (Qvutzot Yerushalayim),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,3,40
1811,200211040001,11/4/02,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
1812,200210290001,10/29/02,Middle East & North Africa,West Bank and Gaza Strip,Hermesh,32.42374,35.11979,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,4,2
1813,200210280001,10/28/02,Middle East & North Africa,Jordan,Amman,31.95181,35.94042,Tawhid and Jihad,Armed Assault,Firearms,Government (Diplomatic),1,0
1814,200210270001,10/27/02,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,4,0
1815,200210220001,10/22/02,Middle East & North Africa,Israel,Pardes Hanna,44.22191,0.42005,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,16,50
1816,200210150002,10/15/02,Middle East & North Africa,Israel,Beit Shean,32.49853,35.49879,Popular Front for the Liberation of Palestine (PFLP) (suspected),Unknown,Unknown,"Transportation,Private Citizens & Property",0,4
1817,200210110002,10/11/02,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (Diplomatic),0,0
1818,200210100001,10/10/02,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,12
1819,200210080005,10/8/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinians,Armed Assault,Firearms,Private Citizens & Property,0,4
1820,200209190001,9/19/02,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,"Hamas (Islamic Resistance Movement) (suspected),Palestinian Islamic Jihad (PIJ) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,6,50
1821,200209180001,9/18/02,Middle East & North Africa,Israel,Umm al-Fahm,32.52018,35.14801,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,2,3
1822,200209170001,9/17/02,Middle East & North Africa,West Bank and Gaza Strip,Yatta,31.44849,35.08787,Extremists (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,"Educational Institution,Private Citizens & Property",0,5
1823,200209020001,2/9/02,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinians,Armed Assault,Firearms,Private Citizens & Property,1,1
1824,200208310002,8/31/02,Middle East & North Africa,West Bank and Gaza Strip,Har Bracha,,,Popular Front for the Liberation of Palestine (PFLP) (suspected),Armed Assault,Firearms,Private Citizens & Property,1,2
1825,200208230002,8/23/02,Middle East & North Africa,West Bank and Gaza Strip,Tulkarem,,,Al-Aqsa Martyrs Brigade,"Hostage Taking (Kidnapping),Armed Assault",Firearms,Private Citizens & Property,1,0
1826,200208110001,8/11/02,Middle East & North Africa,West Bank and Gaza Strip,Dugit,,,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,"Private Citizens & Property,Military",1,1
1827,200208050004,8/5/02,Middle East & North Africa,Israel,Hadera,32.43984,34.91744,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,1,1
1828,200208040012,8/4/02,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,2,10
1829,200208040004,8/4/02,Middle East & North Africa,Israel,Haifa,32.80124,35.00327,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,10,40
1830,200208040003,8/4/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,4,0
1831,200208020006,2/8/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinians,Armed Assault,Melee,Private Citizens & Property,2,0
1832,200208010009,8/1/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Educational Institution,Private Citizens & Property",8,80
1833,200207310001,7/31/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,7,80
1834,200207300003,7/30/02,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,1,5
1835,200207260002,7/26/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,3
1836,200207260001,7/26/02,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,3,1
1837,200207250001,7/25/02,Middle East & North Africa,West Bank and Gaza Strip,Alei Zahav,32.0719,35.06559,Unknown,Armed Assault,Firearms,Religious Figures/Institutions,1,1
